ID Produk,Nama Produk,Brand,Kategori,Subkategori,Deskripsi Teks (Untuk Embeddings),Harga (Untuk Filter Metadata),URL Produk (Tautan Pembelian),url_gambar
PROD-093,Tenda Osprey Tunnel Kapasitas 4 Orang,Osprey,Equipment/Camping,Tenda,"Produk Tenda Osprey Tunnel Kapasitas 4 Orang dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Konstruksi double-layer dengan flysheet Polyester 210T ber-coating polyurethane tahan air 3000mm serta lantai tenda berbahan terpal Oxford super tebal anti rembes. Sangat direkomendasikan untuk camping keluarga di bumi perkemahan terorganisir maupun pendakian gunung tinggi dengan cuaca yang tidak menentu. Dengan memilih perlengkapan dari Osprey, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",2979000,https://www.outdoorgear.id/produk/tenda-osprey-tunnel-kapasitas-4-orang-prod-093,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-094,Raincoat Eiger Seal Hotpress Ultralight Jas Hujan,Eiger,Apparel/Outdoor,Raincoat,"Produk Raincoat Eiger Seal Hotpress Ultralight Jas Hujan dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menampilkan konstruksi kain 3-layer laminated Taslan waterproof dengan rating kolom air hingga 10.000mm serta seam-sealed penuh di setiap jahitan untuk jaminan anti bocor. Investasi keselamatan yang memastikan pakaian dan tubuh Anda tetap kering, menghindarkan Anda dari risiko fatal hipotermia di ketinggian gunung. Dengan memilih perlengkapan dari Eiger, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",552000,https://www.outdoorgear.id/produk/raincoat-eiger-seal-hotpress-ultralight-jas-hujan-prod-094,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
PROD-095,CooKing Set Naturehike Teflon Anti Lengket Ringkas 2-3 orang,Naturehike,Equipment/Cooking,CooKing Set,Produk CooKing Set Naturehike Teflon Anti Lengket Ringkas 2-3 orang dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Gagang panci dilapisi plastik silikon pelindung panas (insulasi termal) yang dapat dilipat menempel ke badan panci saat tidak digunakan. Solusi praktis untuk memenuhi kebutuhan masak-memasak di alam bebas bersama kelompok kecil tanpa harus membawa peralatan dapur rumah yang berat. Produk original dari Naturehike ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,357000,https://www.outdoorgear.id/produk/cooking-set-naturehike-teflon-anti-lengket-ringkas-2-3-orang-prod-095,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-096,Tracking Pole Columbia Antishock Flip Lock,Columbia,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Columbia Antishock Flip Lock dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari Aluminium Alloy 7075 dengan sistem pengunci tuas (Flip Lock) yang sangat cepat disetel jalurnya meski Anda sedang mengenakan sarung tangan tebal. Mudah disesuaikan panjangnya untuk berbagai postur tubuh pendaki, menjadikannya investasi peralatan outdoor jangka panjang yang sangat fungsional. Sebagai salah satu rilisan unggulan, Columbia berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",128000,https://www.outdoorgear.id/produk/tracking-pole-columbia-antishock-flip-lock-prod-096,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-097,Botol Minum Thermal Jack Wolfskin Keep Hot/Cold Vacuum Insulated,Jack Wolfskin,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Jack Wolfskin Keep Hot/Cold Vacuum Insulated dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan konstruksi dinding ganda terisolasi vakum (Double-Wall Vacuum Insulated) dari material Food-Grade Stainless Steel 18/8 yang bebas karat dan BPA-Free. Sangat membantu untuk menyimpan suplai air hangat atau kopi panas di malam hari, memberikan kenyamanan instan saat suhu sekitar mulai menusuk tulang. Produk original dari Jack Wolfskin ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",129000,https://www.outdoorgear.id/produk/botol-minum-thermal-jack-wolfskin-keep-hotcold-vacuum-insulated-prod-097,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-098,Celana Eiger Tactical Cargo,Eiger,Apparel/Outdoor,Celana,"Produk Celana Eiger Tactical Cargo dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari kain Stretch Nylon Quick-dry yang melar ke 4 arah, memberikan kebebasan bergerak tanpa batas saat mendaki tebing atau melewati jalur curam. Desain taktis yang stylish memberikan tampilan gagah sekaligus menawarkan fungsi fungsionalitas tingkat tinggi yang dicari para petualang sejati. Sebagai salah satu rilisan unggulan, Eiger berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",433000,https://www.outdoorgear.id/produk/celana-eiger-tactical-cargo-prod-098,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-099,Tracking Pole Patagonia Antishock Carbon Light,Patagonia,Equipment/Outdoor,Tracking Pole,Produk Tracking Pole Patagonia Antishock Carbon Light dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun menggunakan material Carbon Fiber kelas penerbangan yang sangat ringan namun memiliki kekuatan torsional luar biasa untuk membagi beban lutut saat menanjak. Alat bantu esensial bagi pendaki yang menempuh jalur panjang guna menghemat energi otot kaki dan membagi kerja tumpuan ke otot tangan secara efisien. Produk original dari Patagonia ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,355000,https://www.outdoorgear.id/produk/tracking-pole-patagonia-antishock-carbon-light-prod-099,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-100,Kompor Portable Kalibre Gas Kaleng Ultralight Titanium,Kalibre,Equipment/Cooking,Kompor Portable,Produk Kompor Portable Kalibre Gas Kaleng Ultralight Titanium dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi pipa pre-heating dan pemantik piezo-elektrik otomatis yang memudahkan penyalaan api bahkan dalam kondisi angin kencang atau suhu dingin pegunungan. Ukurannya yang ringkas (ultralight gear) menjadikannya favorit para penganut gaya mendaki ultralight backpacking yang sangat memikirkan efisiensi berat barang. Produk original dari Kalibre ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,220000,https://www.outdoorgear.id/produk/kompor-portable-kalibre-gas-kaleng-ultralight-titanium-prod-100,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-101,Sandal Gunung Columbia Tali Webbing Ergonomic Sole,Columbia,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung Columbia Tali Webbing Ergonomic Sole dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan sasis insole berbahan foam EVA orthopedic yang mengikuti kontur kaki dan outsole rubber anti slip berpola kembangan dalam untuk traksi maksimal di batuan basah. Pilihan alternatif yang memberikan kaki Anda kesempatan untuk bernapas setelah seharian penuh terkurung di dalam sepatu gunung yang gerah. Dengan memilih perlengkapan dari Columbia, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",254000,https://www.outdoorgear.id/produk/sandal-gunung-columbia-tali-webbing-ergonomic-sole-prod-101,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-102,Hammock Quechua Kapasitas 200kg Double Webbing,Quechua,Equipment/Camping,Hammock,"Produk Hammock Quechua Kapasitas 200kg Double Webbing dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibuat dari kain Parasut Sutra (High-Grade Nylon Parachute) berukuran luas yang dijahit dengan triple-stitch nylon thread untuk menjamin kekuatan menahan beban hingga 200 kg. Sempurna untuk melengkapi kenyamanan waktu santai Anda saat beristirahat di sela-sela pendakian gunung, piknik di hutan pinus, atau sekadar bersantai di pantai. Dengan memilih perlengkapan dari Quechua, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",199000,https://www.outdoorgear.id/produk/hammock-quechua-kapasitas-200kg-double-webbing-prod-102,https://tse3.mm.bing.net/th/id/OIP.Suo0G0S-wmaFAIFpsKjWngHaHj?pid=Api&P=0&h=180
PROD-103,Sepatu Gunung Osprey Mid Cut Leather,Osprey,Footwear/Outdoor,Sepatu Gunung,Produk Sepatu Gunung Osprey Mid Cut Leather dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi dengan sasis pelindung tumit TPU stabilizer serta konstruksi midsole EVA dual-density yang meredam benturan dengan sangat baik saat membawa beban berat. Sangat direkomendasikan untuk pendakian gunung jangka panjang (multi-day trekking) seperti jalur Gunung Rinjani atau Kerinci yang membutuhkan ketahanan kaki maksimal. Produk original dari Osprey ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,536000,https://www.outdoorgear.id/produk/sepatu-gunung-osprey-mid-cut-leather-prod-103,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-104,Tracking Pole Rey Carbon Light Teleskopik 3 Section,Rey,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Rey Carbon Light Teleskopik 3 Section dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun menggunakan material Carbon Fiber kelas penerbangan yang sangat ringan namun memiliki kekuatan torsional luar biasa untuk membagi beban lutut saat menanjak. Sangat membantu menjaga keseimbangan tubuh dan mengurangi beban tekanan pada lutut hingga 25% saat melewati turunan curam berbatu. Sebagai salah satu rilisan unggulan, Rey berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",392000,https://www.outdoorgear.id/produk/tracking-pole-rey-carbon-light-teleskopik-3-section-prod-104,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-105,Kompor Portable Avtech Gas Kaleng Ultralight Titanium,Avtech,Equipment/Cooking,Kompor Portable,Produk Kompor Portable Avtech Gas Kaleng Ultralight Titanium dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi pipa pre-heating dan pemantik piezo-elektrik otomatis yang memudahkan penyalaan api bahkan dalam kondisi angin kencang atau suhu dingin pegunungan. Ukurannya yang ringkas (ultralight gear) menjadikannya favorit para penganut gaya mendaki ultralight backpacking yang sangat memikirkan efisiensi berat barang. Produk original dari Avtech ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,264000,https://www.outdoorgear.id/produk/kompor-portable-avtech-gas-kaleng-ultralight-titanium-prod-105,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-106,Raincoat Rey Seal Hotpress Ultralight Jas Hujan,Rey,Apparel/Outdoor,Raincoat,"Produk Raincoat Rey Seal Hotpress Ultralight Jas Hujan dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan material PVC baling premium yang tebal namun tetap lentur, dilengkapi teknologi double-placket ritsleting depan untuk mencegah air merembes masuk saat badai. Perlindungan wajib yang harus selalu siap di bagian atas tas carrier untuk mengantisipasi perubahan cuaca ekstrem yang tiba-tiba terjadi di tengah hutan. Produk original dari Rey ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",164000,https://www.outdoorgear.id/produk/raincoat-rey-seal-hotpress-ultralight-jas-hujan-prod-106,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
PROD-107,Sarung Tangan Kalibre Gore-Tex Thermal Fleece,Kalibre,Apparel/Outdoor,Sarung Tangan,"Produk Sarung Tangan Kalibre Gore-Tex Thermal Fleece dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi sensor khusus di ujung jari jempol dan telunjuk (Touchscreen Friendly) yang memungkinkan Anda tetap mengoperasikan smartphone tanpa harus membuka sarung tangan. Pelindung vital untuk mencegah telapak tangan kaku akibat hipotermia, sangat disarankan dipakai dari waktu istirahat malam hari hingga tiba di puncak. Sebagai salah satu rilisan unggulan, Kalibre berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",102000,https://www.outdoorgear.id/produk/sarung-tangan-kalibre-gore-tex-thermal-fleece-prod-107,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/3/15/431fe693-858b-4933-bd55-7b5fc2f24410.jpg
PROD-108,Botol Minum Thermal Osprey Vacuum Insulated 1 Liter,Osprey,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Osprey Vacuum Insulated 1 Liter dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mampu mempertahankan suhu air panas hingga 12 jam dan air es dingin hingga 24 jam tanpa menimbulkan kondensasi atau embun di permukaan luar botol. Ideal untuk dibawa bepergian ke kantor, kuliah, camping, hingga perjalanan jauh demi mengurangi sampah plastik sekali pakai (ramah lingkungan). Sebagai salah satu rilisan unggulan, Osprey berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",209000,https://www.outdoorgear.id/produk/botol-minum-thermal-osprey-vacuum-insulated-1-liter-prod-108,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-109,Sepatu Gunung Deuter Suede Leather High Cut,Deuter,Footwear/Outdoor,Sepatu Gunung,"Produk Sepatu Gunung Deuter Suede Leather High Cut dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibuat dari kombinasi Cordura heavy-duty dan teknologi outsole Vibram berkontur kasar yang dirancang khusus untuk cengkeraman maksimal pada medan berbatu, tanah gembur, maupun jalur licin pasca hujan deras. Pilihan terbaik untuk menghadapi medan ekstrem tropis yang penuh tantangan, mulai dari jalur tanah basah, lumpur dalam, hingga batuan cadas di zona sub-alpin. Dengan memilih perlengkapan dari Deuter, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",413000,https://www.outdoorgear.id/produk/sepatu-gunung-deuter-suede-leather-high-cut-prod-109,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-110,Topi Rimba Consina UV Protection With Neck Flap,Consina,Apparel/Outdoor,Topi Rimba,"Produk Topi Rimba Consina UV Protection With Neck Flap dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi tali dagu yang dapat disesuaikan (adjustable chin strap) dan panel pelindung leher belakang (neck flap) yang bisa dilepas-pasang sesuai kenyamanan. Rekomendasi terbaik untuk menjaga kenyamanan pandangan mata dan melindungi kulit wajah dari bahaya sunburn selama perjalanan lintas alam harian. Dengan memilih perlengkapan dari Consina, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",84000,https://www.outdoorgear.id/produk/topi-rimba-consina-uv-protection-with-neck-flap-prod-110,https://down-id.img.susercontent.com/file/id-11134207-7r991-lm8ie3iy90ac50
PROD-111,Tenda Naturehike Tunnel Kapasitas 6 Orang,Naturehike,Equipment/Camping,Tenda,"Produk Tenda Naturehike Tunnel Kapasitas 6 Orang dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Konstruksi double-layer dengan flysheet Polyester 210T ber-coating polyurethane tahan air 3000mm serta lantai tenda berbahan terpal Oxford super tebal anti rembes. Menjadi rumah kedua yang aman dan nyaman di tengah alam liar, melindungi seluruh tim dan barang bawaan dari ancaman angin malam, badai hujan, dan hewan liar. Produk original dari Naturehike ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",2682000,https://www.outdoorgear.id/produk/tenda-naturehike-tunnel-kapasitas-6-orang-prod-111,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-112,Raincoat Avtech Ultralight Jas Hujan PVC Balon,Avtech,Apparel/Outdoor,Raincoat,"Produk Raincoat Avtech Ultralight Jas Hujan PVC Balon dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan material PVC baling premium yang tebal namun tetap lentur, dilengkapi teknologi double-placket ritsleting depan untuk mencegah air merembes masuk saat badai. Perlindungan wajib yang harus selalu siap di bagian atas tas carrier untuk mengantisipasi perubahan cuaca ekstrem yang tiba-tiba terjadi di tengah hutan. Produk original dari Avtech ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",439000,https://www.outdoorgear.id/produk/raincoat-avtech-ultralight-jas-hujan-pvc-balon-prod-112,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
